"netzbetreiber","netzbetreiberStrasse","netzbetreiberPlz","netzbetreiberOrt","gemeindeNummer","gemeindeName","postleitzahl","kanton"
"Elektra Rüderswil Genossenschaft","Dorfstrasse","3437","Rüderswil","905","Rüderswil","3432 - 3453","BE"
"Elektra Schwanden i.E. Genossenschaft","Oberbach","3433","Schwanden im Emmental","406","Hasle bei Burgdorf","3415 - 3513","BE"
"Elektra Schwanden i.E. Genossenschaft","Oberbach","3433","Schwanden im Emmental","905","Rüderswil","3432 - 3453","BE"
"Elektra Schwanden i.E. Genossenschaft","Oberbach","3433","Schwanden im Emmental","955","Lützelflüh","3414 - 3456","BE"
"Elektra Seeberg-Grasswil-Riedtwil Genossenschaft","Unterdorfstrasse","3365","Grasswil","988","Seeberg","3365 - 4943","BE"
"Elektra Steinebrunn","Mölsreute","9315","Neukirch (Egnach)","4411","Egnach","9314 - 9322","TG"
"Elektra Untereggen","Mittlerhof ","9033","Untereggen","3219","Untereggen","9033 - 9404","SG"
"Elektra Walzenhausen","Güetli","9428","Walzenhausen","3037","Walzenhausen","9427 - 9428","AR"
"Elektra Walzenhausen","Güetli","9428","Walzenhausen","3111","Oberegg","9413 - 9450","AI"
"Elektra Widen Betriebs AG","Dorfstrasse ","8967","Widen","4081","Widen","8967","AG"
"Elektra Wolfwil AG","Gerstenacker","4628","Wolfwil","2408","Wolfwil","4628","SO"
"Elektra Zihlschlacht-Riet","Riet ","8588","Zihlschlacht","4511","Zihlschlacht-Sitterdorf","8588 - 9313","TG"
"Elektra- und Wasserkorporation Grub SG",,"9036","Grub SG","3212","Eggersriet","9034 - 9405","SG"
"Elektra-Genossenschaft Homburg","Eugerswilerstrasse ","8508","Homburg","4816","Homburg","8507 - 8508","TG"
"Elektra-Genossenschaft Künten","Kirchweg ","5444","Künten","4031","Künten","5444","AG"
"Elektra-Genossenschaft Rottenschwil-Werd","Sonnenrain ","8919","Rottenschwil","4238","Rottenschwil","8919","AG"
"Elektra-Genossenschaft Schönholzerswilen","Weiblingen ","8577","Schönholzerswilen","4756","Schönholzerswilen","8577","TG"
"Elektra-Genossenschaft Siglistorf-Wislikofen-Mellstorf","Dorfstrasse","5462","Siglistorf","4319","Siglistorf","5462","AG"
"Elektra-Genossenschaft Siglistorf-Wislikofen-Mellstorf","Dorfstrasse","5462","Siglistorf","4324","Zurzach","5323 - 5466","AG"
"Elektra-Genossenschaft Sommeri","Kirchweg","8580","Sommeri","4446","Sommeri","8580","TG"
"Elektra-Genossenschaft, Fischbach-Göslikon","Wygartenstrasse","5525","Fischbach-Göslikon","4067","Fischbach-Göslikon","5525","AG"
"Elektra-Korporation Reute, Elektrische Energie","Unterdorf","9411","Reute AR","3035","Reute (AR)","9411 - 9437","AR"
"Elektra-Korporation Schachen-Reute","Städeli","9411","Schachen b. Reute","3035","Reute (AR)","9411 - 9437","AR"
"Elektragenossenschaft Mellikon","Gässliackerstrasse ","5415","Nussbaumen","4314","Mellikon","5465","AG"
"Elektrakorporation Wagerswil Wagerswil","Hauptstr. ","8564","Wagerswil","4951","Wigoltingen","8554 - 8564","TG"
"Elektrizitaetswerk Langrickenbach","Im ","8585","Langrickenbach","4681","Langrickenbach","8585 - 8586","TG"
"Elektrizität Wasser Neuenhof ewn","Zürcherstrasse","5432","Neuenhof","4034","Neuenhof","5432","AG"
"Elektrizitäts - Genossenschaft Mülligen","Chleematte","5243","Mülligen","4107","Mülligen","5243","AG"
"Elektrizitäts- und Wasser- Versorgung, Politische Gemeinde Thal","Kirchplatz ","9425","Thal","3237","Thal","9404 - 9425","SG"
"Elektrizitäts- und Wasserwerk der Stadt Buchs (EWB)","Grünaustrasse","9470","Buchs SG","3271","Buchs (SG)","9469 - 9470","SG"
"Elektrizitäts-Genossenschaft (EGO) Oberwil i.S.","Halten","3765","Oberwil im Simmental","766","Oberwil im Simmental","3764 - 3766","BE"
"Elektrizitäts-Genossenschaft Aettenschwil","Abtwilerstrasse ","5645","Aettenschwil","4239","Sins","5643 - 6275","AG"
"Elektrizitäts-Genossenschaft Benzenschwil","Buchenweg","5636","Benzenschwil","4234","Merenschwand","5634 - 5636","AG"
"Elektrizitäts-Genossenschaft Boswil-Bünzen","Dammweg","5623","Boswil","4228","Boswil","5623 - 5632","AG"
"Elektrizitäts-Genossenschaft Boswil-Bünzen","Dammweg","5623","Boswil","4229","Bünzen","5624","AG"
"Elektrizitäts-Genossenschaft Merenschwand",,"5634","Merenschwand","4234","Merenschwand","5634 - 5636","AG"
"Elektrizitäts-Genossenschaft Riniken (EGR)","Ausserdorfstrasse","5223","Riniken","4111","Riniken","5223","AG"
"Elektrizitäts-Genossenschaft Siggenthal","Gässliackerstrasse","5415","Nussbaumen AG","4038","Obersiggenthal","5415 - 5416","AG"
"Elektrizitäts-Genossenschaft Siggenthal","Gässliackerstrasse","5415","Nussbaumen AG","4044","Untersiggenthal","5301 - 5417","AG"
"Elektrizitätsgenossenschaft Aristau","Hauacker ","5628","Aristau","4222","Aristau","5628 - 5630","AG"
"Elektrizitätsgenossenschaft Beinwil/Freiamt","Brand","5637","Beinwil (Freiamt)","4224","Beinwil (Freiamt)","5637","AG"
"Elektrizitätsgenossenschaft Binn","Dorfstrasse","3996","Binn","6054","Binn","3996","VS"
"Elektrizitätsgenossenschaft Brüschwil-Sonnenberg",,"8580","Amriswil","4416","Hefenhofen","8580","TG"
"Elektrizitätsgenossenschaft Bubikon","Ritterhausstrasse","8608","Bubikon","112","Bubikon","8608 - 8633","ZH"
"Elektrizitätsgenossenschaft Gehrau-Häusern",,"8556","Wigoltingen","4951","Wigoltingen","8554 - 8564","TG"
"Elektrizitätsgenossenschaft Gsteig","Rohrstrasse","3785","Gsteig b. Gstaad","841","Gsteig","3784 - 3785","BE"
"Elektrizitätsgenossenschaft Hermetschwil-Staffeln","Im Hasliacher","5626","Hermetschwil-Staffeln","4063","Bremgarten (AG)","5620 - 5626","AG"
"Elektrizitätsgenossenschaft Jonen","Winkel ","8916","Jonen","4071","Jonen","8916","AG"
"Elektrizitätsgenossenschaft Marthalen","Ritterhof ","8460","Marthalen","35","Marthalen","8460 - 8464","ZH"
"Elektrizitätsgenossenschaft Mühlau","Rüstenschwilerstrasse","5642","Mühlau","4235","Mühlau","5642","AG"
"Elektrizitätsgenossenschaft Otelfingen","Hinterdorfstrasse","8112","Otelfingen","94","Otelfingen","8107 - 8112","ZH"
"Elektrizitätsgenossenschaft Rümikon EGR","Rümikerstrasse","8352","Elsau","219","Elsau","8352","ZH"
"Elektrizitätsgenossenschaft Saas-Balen (EGB)","Saastalstrasse ","3908","Saas Balen","6289","Saas-Balen","3906 - 3910","VS"
"Elektrizitätsgenossenschaft Schangnau","Berg","6197","Schangnau","906","Schangnau","6197","BE"
"Elektrizitätsgenossenschaft Schangnau","Berg","6197","Schangnau","1010","Escholzmatt-Marbach","3555 - 6197","LU"
"Elektrizitätsgenossenschaft Schüpbach","Ried","3535","Schüpbach","903","Lauperswil","3434 - 3551","BE"
"Elektrizitätsgenossenschaft Schüpbach","Ried","3535","Schüpbach","907","Signau","3534 - 3543","BE"
"Elektrizitätsgenossenschaft Sins","Kirchstrasse","5643","Sins","4239","Sins","5643 - 6275","AG"
"Elektrizitätsgenossenschaft Zeneggen","Sonnenberg","3934","Zeneggen","6299","Zeneggen","3934","VS"
"Elektrizitätsversorgung Altendorf AG","Etzelstrasse","8852","Altendorf","1341","Altendorf","8846 - 8852","SZ"
"Elektrizitätsversorgung Egerkingen","Bahnhofstrasse ","4622","Egerkingen","2401","Egerkingen","4622","SO"
"Elektrizitätsversorgung Geltwil",,"5637","Geltwil","4232","Geltwil","5637","AG"
"Elektrizitätsversorgung Innerthal","Gemeindeplatz ","8858","Innerthal","1343","Innerthal","8858","SZ"
"Elektrizitätsversorgung Kaltbrunn AG","Uznacherstrasse","8722","Kaltbrunn","3313","Kaltbrunn","8717 - 8722","SG"
"Elektrizitätsversorgung Oberbuchsiten","Buchsweg","4625","Oberbuchsiten","2406","Oberbuchsiten","4623 - 4718","SO"
"Elektrizitätsversorgung Ried-St. Stephan AG","Haselacker ","3772","St. Stephan","793","St. Stephan","3772 - 3773","BE"
"Elektrizitätswerk Aadorf","Schulstrasse","8355","Aadorf","4551","Aadorf","8355 - 9547","TG"
"Elektrizitätswerk Göschenen","Göscheneralpstrasse","6487","Göschenen","1208","Göschenen","6487","UR"
"Elektrizitätswerk Heiden AG","Bachstrasse","9410","Heiden","3032","Heiden","9036 - 9427","AR"
"Elektrizitätswerk Jona-Rapperswil AG","Werkstrasse ","8645","Jona","3340","Rapperswil-Jona","8630 - 8734","SG"
"Elektrizitätswerk Oberglatt","Rümlangstrasse ","8154","Oberglatt","92","Oberglatt","8154","ZH"
"Elektrizitätswerk Obergoms AG","Furkastrasse","3985","Münster VS","6076","Obergoms","3988 - 3999","VS"
"Elektrizitätswerk Obergoms AG","Furkastrasse","3985","Münster VS","6077","Goms","3985 - 3998","VS"
"Elektrizitätswerk Obwalden","Stanserstrasse","6064","Kerns","1401","Alpnach","6010 - 6064","OW"
"Elektrizitätswerk Obwalden","Stanserstrasse","6064","Kerns","1402","Engelberg","6388 - 6390","OW"
"Elektrizitätswerk Obwalden","Stanserstrasse","6064","Kerns","1403","Giswil","6074 - 6174","OW"
"Elektrizitätswerk Obwalden","Stanserstrasse","6064","Kerns","1404","Kerns","6064 - 6068","OW"
"Elektrizitätswerk Obwalden","Stanserstrasse","6064","Kerns","1405","Lungern","6078","OW"
"Elektrizitätswerk Obwalden","Stanserstrasse","6064","Kerns","1406","Sachseln","6067 - 6074","OW"
"Elektrizitätswerk Obwalden","Stanserstrasse","6064","Kerns","1407","Sarnen","6056 - 6063","OW"
"Elektrizitätswerk Randa AG","Dorfstrasse","3928","Randa","6287","Randa","3928","VS"
"Elektrizitätswerk Reichenburg","Kanzleiweg","8864","Reichenburg","1345","Reichenburg","8864","SZ"
"Elektrizitätswerk Rümlang Genossenschaft","Lindenweg","8153","Rümlang","97","Rümlang","8052 - 8153","ZH"
"Elektrizitätswerk Schindellegi","Dorfstr. ","8835","Feusisberg","1321","Feusisberg","8832 - 8847","SZ"
"Elektrizitätswerk Schmerikon AG","Hauptstrasse ","8716","Schmerikon","3338","Schmerikon","8716 - 8730","SG"
"Elektrizitätswerk Sennwald Genossenschaft","Hauptstrasse","9466","Sennwald","3274","Sennwald","9465 - 9473","SG"
"Elektrizitätswerk Urnäsch AG","Bindlistrasse ","9107","Urnäsch","3006","Urnäsch","9103 - 9107","AR"
"Elektrizitätswerk Ursern","Rathaus","6490","Andermatt","1202","Andermatt","6490","UR"
"Elektrizitätswerk Ursern","Rathaus","6490","Andermatt","1210","Hospental","6493","UR"
"Elektrizitätswerk Ursern","Rathaus","6490","Andermatt","1212","Realp","6491","UR"
"Elektrizitätswerk Uznach AG","Städtchen","8730","Uznach","3339","Uznach","8716 - 8730","SG"
"Elektrizitätswerk Vals (EW Vals)","Garlag","7132","Vals","3603","Vals","7116 - 7132","GR"
"Elektrizitätswerk der Gemeinde Bergün Filisur","Dorfstrasse","7477","Filisur","3544","Bergün Filisur","7477 - 7494","GR"
"Elektrizitätswerk der Stadt Zürich","Tramstrasse","8050","Zürich","261","Zürich","8001 - 8952","ZH"
"Elektrizitätswerk der Stadt Zürich","Tramstrasse","8050","Zürich","3633","Fürstenau","7413 - 7414","GR"
"Elektrizitätswerk der Stadt Zürich","Tramstrasse","8050","Zürich","3637","Rothenbrunnen","7405","GR"
"Elektrizitätswerk der Stadt Zürich","Tramstrasse","8050","Zürich","3661","Cazis","7405 - 7424","GR"
"Elektrizitätswerk der Stadt Zürich","Tramstrasse","8050","Zürich","3662","Flerden","7426","GR"
"Elektrizitätswerk der Stadt Zürich","Tramstrasse","8050","Zürich","3663","Masein","7421 - 7425","GR"
"Elektrizitätswerk der Stadt Zürich","Tramstrasse","8050","Zürich","3669","Tschappina","7428","GR"
"Elektrizitätswerk der Stadt Zürich","Tramstrasse","8050","Zürich","3670","Urmein","7427","GR"
"Elektrizitätswerk der Stadt Zürich","Tramstrasse","8050","Zürich","3673","Domleschg","7404 - 7419","GR"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2901","Gächlingen","8214 - 8226","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2903","Löhningen","8223 - 8224","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2904","Neunkirch","8213 - 8224","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2914","Büttenhardt","8200 - 8236","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2915","Dörflingen","8239","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2917","Lohn (SH)","8235","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2919","Stetten (SH)","8234","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2920","Thayngen","8236 - 8243","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2931","Bargen (SH)","8233","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2932","Beringen","8222 - 8223","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2933","Buchberg","8454 - 8455","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2936","Merishausen","8232","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2937","Neuhausen am Rheinfall","8200 - 8212","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2938","Rüdlingen","8455","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2939","Schaffhausen","8200 - 8231","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2951","Beggingen","8226 - 8228","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2952","Schleitheim","8226","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2953","Siblingen","8225","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2961","Buch (SH)","8263","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2962","Hemishofen","8261","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2963","Ramsen","8262","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2964","Stein am Rhein","8260","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2971","Hallau","8215","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2972","Oberhallau","8216","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2973","Trasadingen","8217 - 8219","SH"
"Elektrizitätswerk des Kantons Schaffhausen AG","Rheinstrasse","8200","Schaffhausen","2974","Wilchingen","8217 - 8218","SH"
"Elektrizitätswerk, Dorfkorporation Azmoos","Poststrasse","9478","Azmoos","3276","Wartau","7320 - 9479","SG"
"Elektrizitätswerk, Ortsgemeinde Quarten","Bodenstrasse","8882","Unterterzen","3295","Quarten","8877 - 8898","SG"
"Elektrizitätswerk-Genossenschaft Riedbach","Bodmumatte","3932","Visperterminen","6298","Visperterminen","3922 - 3932","VS"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","1","Aeugst am Albis","8914","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","2","Affoltern am Albis","8909 - 8910","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","3","Bonstetten","8906","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","4","Hausen am Albis","6340 - 8925","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","5","Hedingen","8908","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","6","Kappel am Albis","8926","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","7","Knonau","8934","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","8","Maschwanden","8933","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","9","Mettmenstetten","8932","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","10","Obfelden","8910 - 8912","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","11","Ottenbach","8913","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","12","Rifferswil","8911","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","13","Stallikon","8134 - 8143","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","14","Wettswil am Albis","8907","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","23","Berg am Irchel","8415","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","24","Buch am Irchel","8414","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","25","Dachsen","8447","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","26","Dorf","8458","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","27","Feuerthalen","8245 - 8246","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","28","Flaach","8416","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","29","Flurlingen","8247","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","31","Henggart","8444","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","33","Kleinandelfingen","8451 - 8461","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","34","Laufen-Uhwiesen","8212 - 8447","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","37","Ossingen","8466 - 8475","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","38","Rheinau","8462 - 8464","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","39","Thalheim an der Thur","8478","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","40","Trüllikon","8465 - 8466","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","41","Truttikon","8467","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","43","Volken","8459","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","51","Bachenbülach","8180 - 8184","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","52","Bassersdorf","8303","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","53","Bülach","8180 - 8192","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","55","Eglisau","8193 - 8197","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","56","Embrach","8424","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","57","Freienstein-Teufen","8427 - 8428","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","58","Glattfelden","8192 - 8193","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","59","Hochfelden","8182 - 8192","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","60","Höri","8181","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","61","Hüntwangen","8194","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","63","Lufingen","8426","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","64","Nürensdorf","8309","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","65","Oberembrach","8425","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","67","Rafz","8197","ZH"
"Elektrizitätswerke des Kantons Zürich (EKZ)","Dreikönigstrasse","8002","Zürich","68","Rorbas","8427 - 8428","ZH"
