Ano;Cultura;Região tarifação;Concelho;Indemnizações (eur);Reembolsos de Indemnizações;Despesas;Reembolsos de Despesas
2022;Ameixa;D;LAMEGO;1323.39;0.00;508.86;0.00
2022;Ameixa;D;PENAMACOR;2389.25;0.00;339.24;0.00
2022;Ameixa;D;RESENDE;1785.29;0.00;169.62;0.00
2022;Ameixa;D;TABUAÇO;2898.63;0.00;508.86;0.00
2022;Ameixa;D;VALPAÇOS;3735.48;0.00;480.68;0.00
2022;Ameixa;E;MOIMENTA DA BEIRA;1282.67;0.00;169.62;0.00
2022;Ameixa;E;TAROUCA;4765.64;0.00;339.24;0.00
2022;AMêNDOA;D;Alfândega da Fé;5318.01;0.00;1356.96;0.00
2022;AMêNDOA;D;FUNDÃO;3436.99;0.00;622.14;0.00
2022;AMêNDOA;D;Mêda;1427.29;0.00;339.24;0.00
2022;AMêNDOA;D;MIRANDELA;39295.92;0.00;2318.34;0.00
2022;AMêNDOA;D;SABUGAL;2705.08;0.00;339.24;0.00
2022;AMêNDOA;D;São João da Pesqueira;18482.43;0.00;1017.72;0.00
2022;AMêNDOA;D;VALPAÇOS;3864.13;0.00;819.92;0.00
2022;AMêNDOA;D;VILA FLÔR;30495.00;0.00;4437.05;0.00
2022;AMêNDOA;D;Vila Nova de Foz Côa;1451.73;0.00;339.24;0.00
2022;AMêNDOA;E;CARRAZEDA DE ANSIÃES;27899.93;0.00;4297.44;0.00
2022;AMêNDOA;E;FIGUEIRA DE CASTELO RODRIGO;7040.86;0.00;1017.72;0.00
2022;AMêNDOA;E;Freixo Espada à Cinta;1178.63;0.00;339.24;0.00
2022;AMêNDOA;E;MACEDO DE CAVALEIROS;1006.29;0.00;339.24;0.00
2022;AMêNDOA;E;MIRANDA DO DOURO;978.88;0.00;339.24;0.00
2022;AMêNDOA;E;PENEDONO;12634.16;0.00;678.48;0.00
2022;AMêNDOA;E;PINHEL;9658.42;0.00;1291.10;0.00
2022;AMêNDOA;E;TORRE DE MONCORVO;19551.95;0.00;2459.79;0.00
2022;ARROZ;B;ALCÁCER DO SAL;24859.13;0.00;1796.92;0.00
2022;ARROZ;B;MONTIJO;77228.33;0.00;5582.39;0.00
2022;ARROZ;C;BENAVENTE;0.00;0.00;650.30;0.00
2022;AVEIA PARA GRÃO;C;ÉVORA;18772.56;0.00;1090.39;0.00
2022;AVEIA PARA GRÃO;C;PORTEL;4453.88;0.00;490.68;0.00
2022;Castanha;C;PORTALEGRE;24781.14;0.00;464.63;0.00
2022;Castanha;E;BRAGANÇA;0.00;0.00;339.24;0.00
2022;Castanha;E;FIGUEIRA DE CASTELO RODRIGO;3418.18;0.00;678.48;0.00
2022;Castanha;E;SERNANCELHE;0.00;0.00;346.76;0.00
2022;Cebola;C;CARTAXO;24160.00;0.00;169.62;0.00
2022;Cereja;C;PORTALEGRE;5304.68;0.00;181.73;0.00
2022;Cereja;D;Alfândega da Fé;27925.80;0.00;339.24;0.00
2022;Cereja;D;ARMAMAR;301288.65;0.00;18289.39;0.00
2022;Cereja;D;BELMONTE;48428.01;0.00;1356.96;0.00
2022;Cereja;D;CASTELO BRANCO;70815.62;0.00;2713.92;0.00
2022;Cereja;D;COVILHÃ;195560.27;0.00;4033.22;0.00
2022;Cereja;D;FUNDÃO;689829.34;0.00;16499.20;0.00
2022;Cereja;D;LAMEGO;59211.41;0.00;4269.26;0.00
2022;Cereja;D;Mêda;9599.04;0.00;339.24;0.00
2022;Cereja;D;RESENDE;138880.29;0.00;3364.23;0.00
2022;Cereja;D;São João da Pesqueira;10942.78;0.00;1187.34;0.00
2022;Cereja;D;TABUAÇO;14641.90;0.00;508.86;0.00
2022;Cereja;D;VALPAÇOS;44646.41;0.00;819.92;0.00
2022;Cereja;D;VILA FLÔR;11913.51;0.00;678.48;0.00
2022;Cereja;E;AGUIAR DA BEIRA;0.00;0.00;339.24;0.00
2022;Cereja;E;CARRAZEDA DE ANSIÃES;7333.77;0.00;678.48;0.00
2022;Cereja;E;GUARDA;5689.05;0.00;1017.72;0.00
2022;Cereja;E;MACEDO DE CAVALEIROS;14480.51;0.00;339.24;0.00
2022;Cereja;E;MOIMENTA DA BEIRA;12152.10;0.00;1356.94;0.00
2022;Cereja;E;PINHEL;8505.54;0.00;339.24;0.00
2022;Cereja;E;SABROSA;11806.48;0.00;678.48;0.00
2022;Cereja;E;SERNANCELHE;30389.90;0.00;1159.16;0.00
2022;Cereja;E;TAROUCA;69583.22;0.00;3160.28;0.00
2022;Cereja;E;TRANCOSO;678.65;0.00;169.62;0.00
2022;CEVADA;C;BEJA;695.23;0.00;181.73;0.00
2022;Damasco;C;BEJA;43868.70;0.00;726.92;0.00
2022;Damasco;D;CASTELO BRANCO;14726.77;0.00;961.38;0.00
2022;Damasco;D;COVILHÃ;14276.00;0.00;593.25;0.00
2022;Damasco;D;FUNDÃO;4250.59;0.00;508.86;0.00
2022;Damasco;D;SABUGAL;19222.75;0.00;169.62;0.00
2022;Damasco;D;VILA FLÔR;216.92;0.00;339.24;0.00
2022;Damasco;E;GUARDA;1116.31;0.00;339.24;0.00
2022;ERVILHA SECA;C;CAMPO MAIOR;1850.68;0.00;181.73;0.00
2022;FAVA SECA;C;ÉVORA;0.00;0.00;381.63;0.00
2022;GRÃO DE BICO;C;ÉVORA;0.00;0.00;726.92;0.00
2022;Kiwi;D;RESENDE;0.00;0.00;169.62;0.00
2022;Kiwi;D;VILA VERDE;8040.96;0.00;581.23;0.00
2022;Laranja;A;SILVES;0.00;0.00;369.00;0.00
2022;Maçã;A;TORRES VEDRAS;2749.11;0.00;198.72;0.00
2022;Maçã;B;ALCOBAÇA;258183.85;0.00;15827.33;0.00
2022;Maçã;B;BOMBARRAL;5422.74;0.00;391.98;0.00
2022;Maçã;B;CALDAS DA RAINHA;31643.77;0.00;2550.30;0.00
2022;Maçã;B;NAZARÉ;34136.92;0.00;2467.56;0.00
2022;Maçã;B;ÓBIDOS;12407.36;0.00;896.86;0.00
2022;Maçã;B;RIO MAIOR;22403.89;0.00;1619.45;0.00
2022;Maçã;C;MARVÃO;13651.77;0.00;323.18;0.00
2022;Maçã;C;PORTALEGRE;31999.04;0.00;1252.44;0.00
2022;Maçã;D;ARMAMAR;3539746.07;0.00;77952.99;0.00
2022;Maçã;D;BELMONTE;20712.47;0.00;2403.45;0.00
2022;Maçã;D;CINFÃES;14946.15;0.00;480.69;0.00
2022;Maçã;D;COVILHÃ;82383.38;0.00;2700.14;0.00
2022;Maçã;D;FUNDÃO;17257.79;0.00;2007.27;0.00
2022;Maçã;D;GOUVEIA;73004.91;0.00;2120.55;0.00
2022;Maçã;D;LAMEGO;558333.26;0.00;15536.39;0.00
2022;Maçã;D;MANGUALDE;25834.38;0.00;1470.24;0.00
2022;Maçã;D;Mêda;89419.13;0.00;2912.30;0.00
2022;Maçã;D;NELAS;5146.47;0.00;1017.72;0.00
2022;Maçã;D;OLIVEIRA DO HOSPITAL;85565.79;0.00;1922.76;0.00
2022;Maçã;D;RESENDE;4813.01;0.00;311.07;0.00
2022;Maçã;D;SABUGAL;30734.18;0.00;961.38;0.00
2022;Maçã;D;São João da Pesqueira;257206.53;0.00;10801.70;0.00
2022;Maçã;D;SÃO PEDRO DO SUL;20689.10;0.00;1583.52;0.00
2022;Maçã;D;SEIA;120465.48;0.00;2742.69;0.00
2022;Maçã;D;TÁBUA;5345.41;0.00;169.62;0.00
2022;Maçã;D;TABUAÇO;96021.05;0.00;2686.35;0.00
2022;Maçã;D;TONDELA;21966.57;0.00;1272.45;0.00
2022;Maçã;D;VALPAÇOS;58468.25;0.00;622.14;0.00
2022;Maçã;D;VILA FLÔR;42881.21;0.00;1743.42;0.00
2022;Maçã;D;VISEU;171372.69;0.00;7351.17;0.00
2022;Maçã;D;VOUZELA;24995.77;0.00;791.76;0.00
2022;Maçã;E;AGUIAR DA BEIRA;310341.00;0.00;13038.54;0.00
2022;Maçã;E;CARRAZEDA DE ANSIÃES;1663541.92;0.00;33955.16;169.62
2022;Maçã;E;CELORICO DA BEIRA;63722.19;0.00;2120.55;0.00
2022;Maçã;E;CHAVES;45088.80;0.00;622.14;0.00
2022;Maçã;E;FORNOS DE ALGODRES;61247.44;0.00;2205.66;0.00
2022;Maçã;E;GUARDA;82332.15;0.00;2601.24;0.00
2022;Maçã;E;MOIMENTA DA BEIRA;1789952.66;0.00;48132.08;0.00
2022;Maçã;E;PENALVA DO CASTELO;133663.78;0.00;6644.53;0.00
2022;Maçã;E;PENEDONO;151767.26;0.00;2177.49;0.00
2022;Maçã;E;PINHEL;123947.83;0.00;4783.02;0.00
2022;Maçã;E;SABROSA;39050.93;0.00;1057.52;0.00
2022;Maçã;E;SÁTÃO;45273.50;0.00;1583.49;0.00
2022;Maçã;E;SERNANCELHE;601957.05;0.00;18052.53;0.00
2022;Maçã;E;TAROUCA;648692.02;0.00;27147.40;0.00
2022;Maçã;E;TRANCOSO;364502.22;0.00;5515.08;0.00
2022;MARMELO;C;FERREIRA DO ALENTEJO;7202.12;0.00;520.60;0.00
2022;MARMELO;D;ARMAMAR;2309.12;0.00;169.62;0.00
2022;MARMELO;D;BELMONTE;14555.26;0.00;1159.17;0.00
2022;MARMELO;D;COVILHÃ;25590.95;0.00;1586.28;0.00
2022;MARMELO;D;NELAS;1027.96;0.00;169.62;0.00
2022;MARMELO;D;OLIVEIRA DO HOSPITAL;698.54;0.00;339.24;0.00
2022;MARMELO;D;SABUGAL;1699.25;0.00;0.00;0.00
2022;MARMELO;D;SÃO PEDRO DO SUL;981.24;0.00;508.86;0.00
2022;MARMELO;D;SEIA;1725.60;0.00;0.00;0.00
2022;MARMELO;D;TABUAÇO;171.86;0.00;0.00;0.00
2022;MARMELO;E;AGUIAR DA BEIRA;2229.60;0.00;0.00;0.00
2022;MARMELO;E;SERNANCELHE;2494.92;0.00;0.00;0.00
2022;Mirtilo;C;CARTAXO;23400.53;0.00;1691.49;0.00
2022;Mirtilo;D;AMARES;6813.63;0.00;492.52;0.00
2022;Mirtilo;D;AROUCA;1005.90;0.00;644.16;0.00
2022;Mirtilo;D;BAIÃO;0.00;0.00;1356.96;0.00
2022;Mirtilo;D;BELMONTE;12583.20;0.00;169.62;0.00
2022;Mirtilo;D;COVILHÃ;16786.71;0.00;678.48;0.00
2022;Mirtilo;D;FUNDÃO;4357.50;0.00;848.10;0.00
2022;Mirtilo;D;MANGUALDE;5822.67;0.00;420.89;0.00
2022;Mirtilo;D;RESENDE;3426.38;0.00;848.10;0.00
2022;Mirtilo;D;São João da Pesqueira;0.00;0.00;169.62;0.00
2022;Mirtilo;D;SEIA;11859.17;0.00;857.23;0.00
2022;Mirtilo;D;TÁBUA;17883.52;0.00;848.10;0.00
2022;Mirtilo;D;TONDELA;4408.66;0.00;318.68;0.00
2022;Mirtilo;D;VILA VERDE;68863.19;0.00;4977.72;0.00
2022;Mirtilo;D;VISEU;22520.30;0.00;1627.86;0.00
2022;Mirtilo;E;FIGUEIRA DE CASTELO RODRIGO;1505.28;0.00;108.81;0.00
2022;Mirtilo;E;MOIMENTA DA BEIRA;6716.16;0.00;485.47;0.00
2022;Mirtilo;E;PENALVA DO CASTELO;6856.95;0.00;495.65;0.00
2022;Nabo;B;MONTEMOR-O-VELHO;15000.00;0.00;190.00;0.00
2022;Nectarina;B;ALCOBAÇA;622.08;0.00;44.97;0.00
2022;Nectarina;C;FERREIRA DO ALENTEJO;9824.64;0.00;710.17;0.00
2022;Nectarina;C;MORA;28030.26;0.00;2026.14;0.00
2022;Nectarina;D;COVILHÃ;2684.34;0.00;194.04;0.00
2022;Nectarina;D;SABUGAL;5140.17;0.00;0.00;0.00
2022;Nectarina;D;VILA FLÔR;93.02;0.00;0.00;0.00
2022;Noz;D;São João da Pesqueira;1191.58;0.00;169.62;0.00
2022;Noz;E;BRAGANÇA;2381.27;0.00;508.86;0.00
2022;Noz;E;CARRAZEDA DE ANSIÃES;3333.96;0.00;339.24;0.00
2022;Noz;E;MACEDO DE CAVALEIROS;8536.59;0.00;1187.34;0.00
2022;OLIVAL - AZEITE;C;CAMPO MAIOR;36412.11;0.00;545.19;0.00
2022;OLIVAL - AZEITE;C;ELVAS;310573.02;0.00;1179.81;0.00
2022;OLIVAL - AZEITE;C;MONTEMOR-O-NOVO;0.00;0.00;581.54;0.00
2022;OLIVAL - AZEITE;C;VILA VIÇOSA;0.00;0.00;181.73;0.00
2022;OLIVAL - AZEITE;D;Alfândega da Fé;10752.67;0.00;1356.96;0.00
2022;OLIVAL - AZEITE;D;FUNDÃO;403.88;0.00;339.24;0.00
2022;OLIVAL - AZEITE;D;MIRANDELA;9744.89;0.00;1526.58;0.00
2022;OLIVAL - AZEITE;D;São João da Pesqueira;0.00;0.00;508.86;0.00
2022;OLIVAL - AZEITE;D;VILA FLÔR;18776.75;0.00;3392.40;0.00
2022;OLIVAL - AZEITE;D;Vila Nova de Foz Côa;4957.66;0.00;1201.61;0.00
2022;OLIVAL - AZEITE;E;BRAGANÇA;319.55;0.00;339.24;0.00
2022;OLIVAL - AZEITE;E;CARRAZEDA DE ANSIÃES;7340.00;0.00;2544.30;0.00
2022;OLIVAL - AZEITE;E;FIGUEIRA DE CASTELO RODRIGO;161.51;0.00;339.24;0.00
2022;OLIVAL - AZEITE;E;MACEDO DE CAVALEIROS;308.92;0.00;339.24;0.00
2022;OLIVAL - AZEITE;E;MOGADOURO;281.05;0.00;169.62;0.00
2022;OLIVAL - AZEITE;E;PENEDONO;0.00;0.00;169.62;0.00
2022;OLIVAL - AZEITE;E;PINHEL;285.86;0.00;2407.22;0.00
2022;OLIVAL - AZEITE;E;TORRE DE MONCORVO;6662.43;0.00;989.55;0.00
2022;OLIVAL - AZEITONA DE MESA;D;BELMONTE;650.66;0.00;169.62;0.00
2022;PALHAS;C;BEJA;75.38;0.00;0.00;0.00
2022;PALHAS;C;SERPA;90.58;0.00;0.00;0.00
2022;pêra;A;LOURINHÃ;24456.53;0.00;1767.82;0.00
2022;pêra;A;TORRES VEDRAS;18965.10;0.00;1370.88;0.00
2022;pêra;B;ALCOBAÇA;308349.75;0.00;22713.11;0.00
2022;pêra;B;ALENQUER;41089.50;0.00;2970.12;0.00
2022;pêra;B;BOMBARRAL;106142.11;0.00;7672.39;0.00
2022;pêra;B;CADAVAL;115818.25;0.00;8371.83;0.00
2022;pêra;B;CALDAS DA RAINHA;97052.40;0.00;6943.33;0.00
2022;pêra;B;NAZARÉ;105617.17;0.00;7678.19;0.00
2022;pêra;B;ÓBIDOS;51691.68;0.00;3736.49;0.00
2022;pêra;B;RIO MAIOR;95556.42;0.00;6907.22;0.00
2022;pêra;C;CAMPO MAIOR;84213.98;0.00;6087.34;0.00
2022;pêra;C;FERREIRA DO ALENTEJO;87073.65;0.00;6294.05;0.00
2022;pêra;C;PORTALEGRE;3113.78;0.00;0.00;0.00
2022;pêra;D;Alfândega da Fé;17558.05;0.00;480.69;0.00
2022;pêra;D;ARMAMAR;36217.04;0.00;0.00;0.00
2022;pêra;D;BELMONTE;15922.16;0.00;1809.48;0.00
2022;pêra;D;CASTELO BRANCO;3010.24;0.00;480.69;0.00
2022;pêra;D;COVILHÃ;71776.78;0.00;3930.03;0.00
2022;pêra;D;FUNDÃO;52914.01;0.00;3110.10;0.00
2022;pêra;D;GOUVEIA;7106.05;0.00;1102.83;0.00
2022;pêra;D;LAMEGO;59394.44;0.00;995.06;0.00
2022;pêra;D;MANGUALDE;3198.88;0.00;1159.17;0.00
2022;pêra;D;NELAS;115.20;0.00;0.00;0.00
2022;pêra;D;OLIVEIRA DO HOSPITAL;4621.91;0.00;339.24;0.00
2022;pêra;D;RESENDE;1436.00;0.00;339.24;0.00
2022;pêra;D;SABUGAL;19064.18;0.00;480.69;0.00
2022;pêra;D;São João da Pesqueira;8144.10;0.00;650.31;0.00
2022;pêra;D;SEIA;3626.20;0.00;0.00;0.00
2022;pêra;D;TÁBUA;11030.04;0.00;480.69;0.00
2022;pêra;D;TABUAÇO;859.20;0.00;0.00;0.00
2022;pêra;D;TONDELA;589.20;0.00;0.00;0.00
2022;pêra;D;VALPAÇOS;4999.32;0.00;0.00;0.00
2022;pêra;D;VILA FLÔR;1032.62;0.00;0.00;0.00
2022;pêra;D;VISEU;163.80;0.00;0.00;0.00
2022;pêra;D;VOUZELA;1287.26;0.00;0.00;0.00
2022;pêra;E;AGUIAR DA BEIRA;1504.00;0.00;0.00;0.00
2022;pêra;E;CARRAZEDA DE ANSIÃES;43594.48;0.00;2432.22;0.00
2022;pêra;E;FORNOS DE ALGODRES;2188.53;0.00;0.00;0.00
2022;pêra;E;GUARDA;31268.24;0.00;2669.08;0.00
2022;pêra;E;MOIMENTA DA BEIRA;13793.60;0.00;169.62;0.00
2022;pêra;E;PENALVA DO CASTELO;2571.60;0.00;0.00;0.00
2022;pêra;E;PENEDONO;2322.80;0.00;339.24;0.00
2022;pêra;E;PINHEL;8603.55;0.00;311.07;0.00
2022;pêra;E;SERNANCELHE;5386.20;0.00;0.00;0.00
2022;pêra;E;TAROUCA;27930.04;0.00;0.00;0.00
2022;pêra;E;TRANCOSO;14277.21;0.00;508.86;0.00
2022;Pêssego;B;ALCOBAÇA;2177.93;0.00;157.43;0.00
2022;Pêssego;C;ALJUSTREL;31455.69;0.00;726.92;0.00
2022;Pêssego;C;FERREIRA DO ALENTEJO;11256.03;0.00;813.63;0.00
2022;Pêssego;C;MORA;26881.58;0.00;1943.11;0.00
2022;Pêssego;D;Alfândega da Fé;78754.62;0.00;1550.19;0.00
2022;Pêssego;D;BELMONTE;133057.82;0.00;6519.79;0.00
2022;Pêssego;D;CASTELO BRANCO;123477.78;0.00;2553.23;0.00
2022;Pêssego;D;COVILHÃ;356068.44;0.00;12177.13;0.00
2022;Pêssego;D;FUNDÃO;707663.57;0.00;17590.15;0.00
2022;Pêssego;D;IDANHA-A-NOVA;1796.14;0.00;339.24;0.00
2022;Pêssego;D;PENAMACOR;393.96;0.00;339.24;0.00
2022;Pêssego;D;SABUGAL;96956.65;0.00;2150.16;0.00
2022;Pêssego;D;VILA FLÔR;86034.85;0.00;3053.76;0.00
2022;Pêssego;E;CELORICO DA BEIRA;1324.68;0.00;508.86;0.00
2022;Pêssego;E;GUARDA;33781.40;0.00;2657.58;0.00
2022;Pêssego;E;SERNANCELHE;623.70;0.00;791.76;0.00
2022;Pêssego;E;TAROUCA;0.00;0.00;169.62;0.00
2022;Pêssego;E;TRANCOSO;6812.40;0.00;1159.17;0.00
2022;Pimento;B;RIO MAIOR;6353.84;0.00;459.28;0.00
2022;SABUGUEIRO (BAGA);E;TAROUCA;0.00;0.00;0.00;0.00
2022;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;A;LOURES;70084.99;0.00;5066.04;0.00
2022;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;B;ALENQUER;0.00;0.00;169.62;0.00
2022;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;B;AZAMBUJA;260450.68;0.00;18996.08;0.00
2022;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;B;RIO MAIOR;26435.38;0.00;1910.86;0.00
2022;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;B;VILA FRANCA DE XIRA;505351.15;0.00;27000.77;0.00
2022;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;ALPIARÇA;83711.89;0.00;6051.04;0.00
2022;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;BENAVENTE;420109.29;0.00;30367.25;0.00
2022;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;CAMPO MAIOR;128502.31;0.00;2050.10;0.00
2022;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;CARTAXO;344219.68;0.00;17505.70;0.00
2022;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;CHAMUSCA;4284.62;0.00;309.71;0.00
2022;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;ELVAS;257699.16;0.00;1508.86;0.00
2022;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;ESTREMOZ;116513.33;0.00;1292.72;0.00
2022;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;GOLEGÃ;10517.05;0.00;760.22;0.00
2022;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;REDONDO;182814.37;0.00;452.46;0.00
2022;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;SALVATERRA DE MAGOS;117450.65;0.00;8489.82;0.00
2022;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;SANTARÉM;73677.62;0.00;5058.82;0.00
2022;TRITICALE;C;SERPA;521.78;0.00;181.73;0.00
2023;alperce;D;Idanha-A-Nova;3524.98;0.00;147.60;0.00
2023;ameixa;A;Torres Vedras;0.00;0.00;172.20;0.00
2023;ameixa;B;Caldas Da Rainha;2333.58;0.00;300.00;0.00
2023;ameixa;C;Aljustrel;3660.85;0.00;300.00;0.00
2023;ameixa;D;Armamar;11498.61;0.00;4704.84;0.00
2023;ameixa;D;Belmonte;2660.83;0.00;350.56;0.00
2023;ameixa;D;Castelo Branco;782.95;0.00;498.16;0.00
2023;ameixa;D;Covilhã;621.71;0.00;350.56;0.00
2023;ameixa;D;Fundão;31580.86;0.00;1309.97;0.00
2023;ameixa;D;Idanha-A-Nova;3068.65;0.00;350.56;0.00
2023;ameixa;D;Lamego;1505.17;0.00;350.56;0.00
2023;ameixa;D;Penamacor;1473.37;0.00;350.56;0.00
2023;ameixa;D;Resende;6056.69;0.00;525.84;0.00
2023;ameixa;D;Tabuaço;1531.43;0.00;350.56;0.00
2023;ameixa;D;Valpaços;2677.50;0.00;350.55;0.00
2023;ameixa;E;Moimenta Da Beira;1197.36;0.00;175.28;0.00
2023;ameixa;E;Tarouca;4501.46;0.00;525.84;0.00
2023;amêndoa;D;Alfândega Da Fé;9358.15;0.00;1577.52;0.00
2023;amêndoa;D;Fundão;1602.72;0.00;175.28;0.00
2023;amêndoa;D;Mêda;1410.07;0.00;350.56;0.00
2023;amêndoa;D;Mirandela;31165.26;0.00;3739.28;0.00
2023;amêndoa;D;Sabugal;3492.83;0.00;313.65;0.00
2023;amêndoa;D;São João da Pesqueira;18997.18;0.00;1051.68;0.00
2023;amêndoa;D;Valpaços;5722.12;0.00;701.11;0.00
2023;amêndoa;D;Vila Flôr;39186.61;0.00;6503.74;0.00
2023;amêndoa;D;Vila Nova de Foz Côa;26087.24;0.00;2063.36;0.00
2023;amêndoa;E;Carrazeda De Ansiães;25079.92;0.00;5827.21;0.00
2023;amêndoa;E;Figueira De Castelo Rodrigo;7465.46;0.00;1463.72;0.00
2023;amêndoa;E;Freixo Espada à Cinta;519.23;0.00;467.40;0.00
2023;amêndoa;E;Macedo De Cavaleiros;3952.94;0.00;516.60;0.00
2023;amêndoa;E;Miranda Do Douro;3869.51;0.00;1334.56;0.00
2023;amêndoa;E;Mogadouro;4848.13;2142.91;4551.00;0.00
2023;amêndoa;E;Penedono;9161.55;0.00;701.12;0.00
2023;amêndoa;E;Pinhel;16592.14;0.00;1992.60;0.00
2023;amêndoa;E;Tarouca;0.00;0.00;175.28;0.00
2023;amêndoa;E;Torre De Moncorvo;18686.74;0.00;2518.48;0.00
2023;arroz;C;Benavente;0.00;0.00;175.28;0.00
2023;arroz;D;Águeda;0.00;0.00;120.00;0.00
2023;aveia para grão;C;Aljustrel;7694.83;0.00;184.50;0.00
2023;aveia para grão;C;Borba;1045.06;0.00;190.65;0.00
2023;aveia para grão;C;Ourique;0.00;0.00;153.75;0.00
2023;aveia para grão;E;Miranda Do Douro;0.00;0.00;123.00;0.00
2023;aveia para grão;E;Pinhel;94.81;0.00;0.00;0.00
2023;castanha;C;Portalegre;22925.58;0.00;621.15;0.00
2023;castanha;D;Covilhã;87.07;0.00;0.00;0.00
2023;centeio;E;Miranda Do Douro;0.00;0.00;123.00;0.00
2023;cereja;C;Portalegre;24547.67;0.00;854.85;0.00
2023;cereja;D;Alfândega Da Fé;22337.18;0.00;525.84;0.00
2023;cereja;D;Armamar;369729.77;0.00;23779.52;0.00
2023;cereja;D;Belmonte;64605.84;0.00;1925.00;0.00
2023;cereja;D;Castelo Branco;90853.66;0.00;2275.56;0.00
2023;cereja;D;Covilhã;235048.88;0.00;4306.80;0.00
2023;cereja;D;Fundão;805399.80;0.00;13792.35;0.00
2023;cereja;D;Lamego;130450.02;0.00;4028.35;0.00
2023;cereja;D;Mêda;12748.73;0.00;344.40;0.00
2023;cereja;D;Penamacor;1506.15;0.00;175.28;0.00
2023;cereja;D;Resende;146781.76;0.00;4031.43;0.00
2023;cereja;D;São João da Pesqueira;17892.53;0.00;1740.48;0.00
2023;cereja;D;Tabuaço;22431.64;0.00;701.12;0.00
2023;cereja;D;Valpaços;71868.71;0.00;1080.56;0.00
2023;cereja;D;Vila Flôr;19386.07;0.00;1045.52;0.00
2023;cereja;E;Carrazeda De Ansiães;7990.89;0.00;694.96;0.00
2023;cereja;E;Guarda;7181.34;0.00;516.60;0.00
2023;cereja;E;Macedo De Cavaleiros;20507.71;0.00;344.40;0.00
2023;cereja;E;Moimenta Da Beira;8299.15;0.00;870.24;0.00
2023;cereja;E;Pinhel;8031.87;0.00;344.40;0.00
2023;cereja;E;Sabrosa;14427.00;0.00;350.56;0.00
2023;cereja;E;Sernancelhe;25557.20;0.00;2078.70;0.00
2023;cereja;E;Tarouca;49595.34;0.00;2626.11;0.00
2023;cereja;E;Trancoso;1066.45;0.00;350.56;0.00
2023;colza;E;Miranda Do Douro;0.00;0.00;123.00;0.00
2023;damasco;D;Castelo Branco;6009.51;0.00;498.16;0.00
2023;damasco;D;Fundão;1906.23;0.00;347.48;0.00
2023;damasco;D;Sabugal;9120.50;0.00;322.88;0.00
2023;damasco;D;Vila Flôr;0.00;0.00;525.84;0.00
2023;damasco;E;Guarda;1116.31;0.00;344.40;0.00
2023;dióspiro;A;Tavira;0.00;0.00;184.50;0.00
2023;dióspiro;A;Vila Real De Santo Antonio;0.00;0.00;184.50;0.00
2023;dióspiro;D;Idanha-A-Nova;660.50;0.00;350.56;0.00
2023;figo;D;Idanha-A-Nova;357.56;0.00;175.28;0.00
2023;kiwi;D;Resende;0.00;0.00;175.28;0.00
2023;maçã;B;Alcobaça;31301.30;0.00;177.32;0.00
2023;maçã;B;Bombarral;3737.57;0.00;640.00;0.00
2023;maçã;B;Cadaval;2849.17;0.00;765.28;0.00
2023;maçã;C;Marvão;18394.12;0.00;338.25;0.00
2023;maçã;C;Portalegre;21932.86;0.00;959.40;0.00
2023;maçã;D;Armamar;2816566.40;0.00;92123.80;0.00
2023;maçã;D;Belmonte;11450.92;0.00;1851.17;0.00
2023;maçã;D;Cinfães;12640.18;0.00;322.88;0.00
2023;maçã;D;Covilhã;89703.24;0.00;3981.49;0.00
2023;maçã;D;Fundão;15945.58;0.00;1522.16;0.00
2023;maçã;D;Gouveia;75070.28;0.00;2130.99;0.00
2023;maçã;D;Lamego;492886.25;0.00;21377.41;0.00
2023;maçã;D;Mangualde;20857.25;0.00;1599.00;0.00
2023;maçã;D;Mêda;131756.10;0.00;3314.85;0.00
2023;maçã;D;Nelas;1276.97;0.00;344.40;0.00
2023;maçã;D;Oliveira Do Hospital;85126.31;0.00;2632.23;0.00
2023;maçã;D;Resende;0.00;0.00;350.56;0.00
2023;maçã;D;Sabugal;43757.90;0.00;1457.55;0.00
2023;maçã;D;São João da Pesqueira;313641.11;0.00;13929.90;0.00
2023;maçã;D;São Pedro Do Sul;23093.72;0.00;1817.36;0.00
2023;maçã;D;Seia;141523.85;0.00;3899.10;0.00
2023;maçã;D;Tábua;5150.90;0.00;0.00;0.00
2023;maçã;D;Tabuaço;81428.92;0.00;3607.04;0.00
