Ano;Cultura;Região tarifação;Concelho;Indemnizações (eur);Reembolsos de Indemnizações;Despesas;Reembolsos de Despesas
2023;maçã;D;Tondela;20453.51;0.00;1297.66;0.00
2023;maçã;D;Valpaços;61883.20;0.00;1273.05;0.00
2023;maçã;D;Vila Flôr;34502.88;0.00;2155.59;0.00
2023;maçã;D;Viseu;95140.53;0.00;5119.94;0.00
2023;maçã;D;Vouzela;60329.91;0.00;811.55;0.00
2023;maçã;E;Aguiar Da Beira;295256.40;0.00;10799.55;0.00
2023;maçã;E;Carrazeda De Ansiães;1886431.06;0.00;45094.97;0.00
2023;maçã;E;Celorico Da Beira;58607.46;0.00;2601.45;0.00
2023;maçã;E;Chaves;48501.38;0.00;627.30;0.00
2023;maçã;E;Fornos De Algodres;26881.85;0.00;1669.75;0.00
2023;maçã;E;Guarda;69183.92;0.00;2257.05;0.00
2023;maçã;E;Moimenta Da Beira;1629826.80;0.00;62699.92;0.00
2023;maçã;E;Penalva Do Castelo;90474.83;0.00;3921.56;0.00
2023;maçã;E;Penedono;216820.07;0.00;4990.77;0.00
2023;maçã;E;Pinhel;84979.47;0.00;2734.66;0.00
2023;maçã;E;Sabrosa;39479.67;0.00;673.44;0.00
2023;maçã;E;Sátão;11771.60;0.00;645.75;0.00
2023;maçã;E;Sernancelhe;609694.76;0.00;25704.68;0.00
2023;maçã;E;Tarouca;572172.07;0.00;28991.49;0.00
2023;maçã;E;Trancoso;247657.80;0.00;5110.98;0.00
2023;maçã;D;Lamego;54343.30;0.00;246.00;0.00
2023;marmelo;D;Armamar;88.32;0.00;0.00;0.00
2023;marmelo;D;Belmonte;9924.98;0.00;848.72;0.00
2023;marmelo;D;Covilhã;33331.07;0.00;1516.62;0.00
2023;marmelo;D;Lamego;181.65;0.00;0.00;0.00
2023;marmelo;D;Oliveira Do Hospital;476.28;0.00;344.40;0.00
2023;marmelo;D;Sabugal;837.41;0.00;0.00;0.00
2023;marmelo;D;São Pedro Do Sul;905.76;0.00;350.56;0.00
2023;marmelo;D;Seia;1718.55;0.00;0.00;0.00
2023;marmelo;D;Tabuaço;171.86;0.00;0.00;0.00
2023;marmelo;E;Aguiar Da Beira;1206.68;0.00;0.00;0.00
2023;marmelo;E;Figueira De Castelo Rodrigo;21030.95;0.00;1937.28;0.00
2023;marmelo;E;Pinhel;12715.91;0.00;713.40;0.00
2023;marmelo;E;Sernancelhe;2201.40;0.00;0.00;0.00
2023;marmelo;D;Lamego;4283.26;0.00;0.00;0.00
2023;milho;B;Mira;0.00;0.00;123.00;0.00
2023;milho;C;Aljustrel;0.00;0.00;184.50;0.00
2023;milho;C;Benavente;0.00;0.00;633.45;0.00
2023;milho;C;Campo Maior;108602.93;0.00;701.10;0.00
2023;milho;C;Ferreira Do Alentejo;0.00;0.00;184.50;0.00
2023;milho;C;Salvaterra De Magos;0.00;0.00;633.45;0.00
2023;milho;D;Coimbra;58261.96;0.00;1407.25;0.00
2023;mirtilo;B;Figueira Da Foz;18176.89;0.00;300.00;0.00
2023;mirtilo;D;Baião;151.14;0.00;175.28;0.00
2023;mirtilo;D;Belmonte;9098.88;0.00;175.28;0.00
2023;mirtilo;D;Covilhã;25820.61;0.00;1171.60;0.00
2023;mirtilo;D;Fundão;6681.18;0.00;525.84;0.00
2023;mirtilo;D;Lamego;0.00;0.00;175.28;0.00
2023;mirtilo;D;Mangualde;45654.49;0.00;876.40;0.00
2023;mirtilo;D;Resende;0.00;0.00;175.28;0.00
2023;mirtilo;D;Seia;7616.71;0.00;300.00;0.00
2023;mirtilo;D;Tábua;16865.96;0.00;1051.66;0.00
2023;mirtilo;E;Guarda;1104.15;0.00;175.28;0.00
2023;mirtilo;E;Penedono;0.00;0.00;350.56;0.00
2023;nectarina;C;Beja;35152.27;0.00;300.00;0.00
2023;nectarina;C;Ferreira Do Alentejo;8344.46;0.00;930.32;0.00
2023;nectarina;D;Sabugal;3006.50;0.00;0.00;0.00
2023;nectarina;D;Vila Flôr;116.28;0.00;313.65;0.00
2023;noz;D;São João da Pesqueira;1732.25;0.00;350.56;0.00
2023;noz;E;Bragança;1566.43;0.00;350.56;0.00
2023;noz;E;Carrazeda De Ansiães;3433.62;0.00;701.12;0.00
2023;noz;E;Macedo De Cavaleiros;4961.96;0.00;870.24;0.00
2023;noz;E;Tarouca;0.00;0.00;175.28;0.00
2023;noz;E;Torre De Moncorvo;787.32;0.00;350.56;0.00
2023;noz;E;Trancoso;0.00;0.00;350.56;0.00
2023;olival - azeite;C;Arraiolos;2330.64;0.00;344.40;0.00
2023;olival - azeite;C;Beja;0.00;0.00;1537.50;0.00
2023;olival - azeite;C;Campo Maior;23884.82;0.00;910.20;0.00
2023;olival - azeite;C;Elvas;373307.81;0.00;2020.92;0.00
2023;olival - azeite;C;Ferreira Do Alentejo;0.00;0.00;153.75;0.00
2023;olival - azeite;C;Moura;347.01;0.00;615.00;0.00
2023;olival - azeite;C;Serpa;11195.62;0.00;553.50;0.00
2023;olival - azeite;C;Vidigueira;0.00;0.00;307.50;0.00
2023;olival - azeite;D;Alfândega Da Fé;14941.96;0.00;1900.40;0.00
2023;olival - azeite;D;Castelo Branco;10931.78;0.00;1346.88;0.00
2023;olival - azeite;D;Fundão;0.00;0.00;1402.24;0.00
2023;olival - azeite;D;Mirandela;48993.39;0.00;4701.77;0.00
2023;olival - azeite;D;Penamacor;1948.25;0.00;1051.68;0.00
2023;olival - azeite;D;São João da Pesqueira;0.00;0.00;350.56;0.00
2023;olival - azeite;D;Vila Flôr;20763.22;0.00;3468.68;0.00
2023;olival - azeite;D;Vila Nova de Foz Côa;6189.99;0.00;1199.28;0.00
2023;olival - azeite;E;Carrazeda De Ansiães;8045.07;0.00;2100.28;0.00
2023;olival - azeite;E;Figueira De Castelo Rodrigo;0.00;0.00;175.28;0.00
2023;olival - azeite;E;Mogadouro;354.21;0.00;298.28;0.00
2023;olival - azeite;E;Murça;305.57;0.00;123.00;0.00
2023;olival - azeite;E;Penedono;0.00;0.00;175.28;0.00
2023;olival - azeite;E;Pinhel;2830.79;0.00;1279.20;0.00
2023;olival - azeite;E;Torre De Moncorvo;8546.90;0.00;1199.28;0.00
2023;olival - azeitona de mesa;D;Belmonte;0.00;0.00;175.28;0.00
2023;olival - azeitona de mesa;D;Castelo Branco;723.04;0.00;175.28;0.00
2023;palhas;C;Elvas;400.00;0.00;0.00;0.00
2023;pêra;B;Bombarral;0.00;0.00;719.16;0.00
2023;pêra;B;Cadaval;733.20;0.00;200.00;0.00
2023;pêra;B;Rio Maior;50056.57;0.00;1883.08;0.00
2023;pêra;C;Portalegre;2044.65;0.00;0.00;0.00
2023;pêra;D;Alfândega Da Fé;16401.49;0.00;1143.90;0.00
2023;pêra;D;Armamar;16376.26;0.00;0.00;0.00
2023;pêra;D;Belmonte;15210.97;0.00;1500.61;0.00
2023;pêra;D;Castelo Branco;2190.72;0.00;350.56;0.00
2023;pêra;D;Covilhã;57108.19;0.00;2472.33;0.00
2023;pêra;D;Fundão;71777.11;0.00;2152.53;0.00
2023;pêra;D;Gouveia;6560.13;0.00;313.65;0.00
2023;pêra;D;Lamego;60075.71;0.00;681.43;0.00
2023;pêra;D;Mangualde;2453.90;0.00;344.40;0.00
2023;pêra;D;Nelas;67.20;0.00;0.00;0.00
2023;pêra;D;Oliveira Do Hospital;3722.40;0.00;350.56;0.00
2023;pêra;D;Resende;3987.69;0.00;350.56;0.00
2023;pêra;D;Sabugal;16866.68;0.00;799.50;0.00
2023;pêra;D;São João da Pesqueira;9615.76;0.00;817.96;0.00
2023;pêra;D;Seia;2724.88;0.00;0.00;0.00
2023;pêra;D;Tábua;7232.25;0.00;485.85;0.00
2023;pêra;D;Tabuaço;472.80;0.00;0.00;0.00
2023;pêra;D;Tondela;491.00;0.00;0.00;0.00
2023;pêra;D;Valpaços;5157.44;0.00;0.00;0.00
2023;pêra;D;Vila Flôr;3887.44;0.00;350.56;0.00
2023;pêra;D;Vouzela;3396.00;0.00;0.00;0.00
2023;pêra;E;Aguiar Da Beira;789.60;0.00;0.00;0.00
2023;pêra;E;Carrazeda De Ansiães;59985.05;0.00;5849.28;0.00
2023;pêra;E;Fornos De Algodres;1600.00;0.00;0.00;0.00
2023;pêra;E;Guarda;25058.40;0.00;658.05;0.00
2023;pêra;E;Moimenta Da Beira;13033.02;0.00;322.88;0.00
2023;pêra;E;Penalva Do Castelo;1323.00;0.00;0.00;0.00
2023;pêra;E;Penedono;4123.74;0.00;645.76;0.00
2023;pêra;E;Pinhel;6501.06;0.00;0.00;0.00
2023;pêra;E;Sernancelhe;6801.47;0.00;0.00;0.00
2023;pêra;E;Tarouca;23907.74;0.00;467.40;0.00
2023;pêra;E;Trancoso;13662.35;0.00;172.20;0.00
2023;pêra;D;Lamego;13733.12;0.00;246.00;0.00
2023;pêssego;C;Ferreira Do Alentejo;19672.06;0.00;172.48;0.00
2023;pêssego;D;Alfândega Da Fé;54845.69;0.00;1899.74;0.00
2023;pêssego;D;Belmonte;91378.03;0.00;5302.60;0.00
2023;pêssego;D;Castelo Branco;139907.54;0.00;2823.81;0.00
2023;pêssego;D;Covilhã;247571.21;0.00;9036.90;0.00
2023;pêssego;D;Fundão;644440.93;0.00;13889.86;0.00
2023;pêssego;D;Idanha-A-Nova;3606.29;0.00;322.88;0.00
2023;pêssego;D;Penamacor;151.96;0.00;350.56;0.00
2023;pêssego;D;Sabugal;52586.79;0.00;2751.77;0.00
2023;pêssego;D;Vila Flôr;138552.93;0.00;4704.17;0.00
2023;pêssego;E;Celorico Da Beira;1136.22;0.00;344.40;0.00
2023;pêssego;E;Guarda;15371.62;0.00;1660.50;0.00
2023;pêssego;E;Sernancelhe;0.00;0.00;525.84;0.00
2023;pêssego;E;Trancoso;3731.24;0.00;313.65;0.00
2023;pimento;C;Santarém;0.00;0.00;922.50;0.00
2023;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;A;Loures;92872.24;0.00;6734.60;0.00
2023;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;B;Azambuja;109322.63;0.00;2695.79;0.00
2023;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;B;Santiago do Cacém;29492.17;0.00;613.25;0.00
2023;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;B;Vila Franca De Xira;161352.24;0.00;421.25;0.00
2023;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;Aljustrel;83351.15;0.00;676.50;0.00
2023;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;Almeirim;0.00;0.00;153.75;0.00
2023;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;Campo Maior;148637.33;0.00;676.50;0.00
2023;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;Elvas;27857.39;0.00;1286.58;0.00
2023;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;Estremoz;177633.40;0.00;2029.50;0.00
2023;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;Évora;289993.39;0.00;1958.17;0.00
2023;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;Monforte;542483.28;0.00;439.73;0.00
2023;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;Mourão;1118786.12;0.00;1560.87;0.00
2023;TOMATE PARA INDÚSTRIA - CHUVA PERSISTENTE;C;Redondo;273629.54;0.00;412.05;0.00
2023;trigo duro;E;Miranda Do Douro;0.00;0.00;123.00;0.00
2023;trigo mole;C;Sousel;0.00;0.00;153.75;0.00
2023;triticale;C;Aljustrel;0.00;0.00;615.00;0.00
2023;triticale;C;Elvas;1780.00;0.00;184.50;0.00
2023;uva de mesa;C;Santarém;6662.70;0.00;607.50;0.00
