 Year ; Cultura ; Crop ; Region ; Council ; Distrito ; Nut2 ; Nut3 ;TSI;Pre;StateSupport
 2’020 ; ameixa ; plum ; B ; Palmela ; Setúbal ; Região de Lisboa ; Área Metropolitana de Lisboa ;38400.00;2016.00;1209.60
 2’020 ; ameixa ; plum ; B ; Porto de Mós ; Leiria ; Região do Centro ; Região de Leiria ;4377.22;218.34;131.06
 2’020 ; ameixa ; plum ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;59646.00;6256.87;3754.12
 2’020 ; ameixa ; plum ; C ; Borba ; Évora ; Alentejo ; Alentejo Central ;71248.40;6960.99;4176.59
 2’020 ; ameixa ; plum ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;780892.00;82382.00;49149.31
 2’020 ; ameixa ; plum ; C ; Coruche ; Santarém ; Alentejo ; Lezíria do Tejo ;87846.00;9540.10;5529.03
 2’020 ; ameixa ; plum ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;200699.00;21053.38;12632.00
 2’020 ; ameixa ; plum ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;12584.00;1229.48;737.69
 2’020 ; ameixa ; plum ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;172508.40;18096.13;10857.68
 2’020 ; ameixa ; plum ; C ; Mora ; Évora ; Alentejo ; Alentejo Central ;114282.00;11988.20;7192.93
 2’020 ; ameixa ; plum ; C ; Portalegre ; Portalegre ; Alentejo ; Alto Alentejo ;55603.63;5832.82;3499.69
 2’020 ; ameixa ; plum ; C ; Vila Viçosa ; Évora ; Alentejo ; Alentejo Central ;14238.00;1391.06;834.64
 2’020 ; ameixa ; plum ; D ; Armamar ; Viseu ; Região do Norte ; Douro ;41790.00;10510.23;6020.30
 2’020 ; ameixa ; plum ; D ; Belmonte ; Castelo Branco ; Região do Centro ; Beiras e Serra da Estrela ;16109.00;3867.77;2320.66
 2’020 ; ameixa ; plum ; D ; Castelo Branco ; Castelo Branco ; Região do Centro ; Beira Baixa ;61784.00;14092.59;8455.70
 2’020 ; ameixa ; plum ; D ; Covilhã ; Castelo Branco ; Região do Centro ; Beiras e Serra da Estrela ;4794.00;1151.04;690.62
 2’020 ; ameixa ; plum ; D ; Fundão ; Castelo Branco ; Região do Centro ; Beiras e Serra da Estrela ;90822.00;21945.46;13083.82
 2’020 ; ameixa ; plum ; D ; Idanha-a-Nova ; Castelo Branco ; Região do Centro ; Beira Baixa ;12038.00;2890.32;1734.19
 2’020 ; ameixa ; plum ; D ; Lamego ; Viseu ; Região do Norte ; Douro ;4044.00;1017.23;582.59
 2’020 ; ameixa ; plum ; D ; Penamacor ; Castelo Branco ; Região do Centro ; Beira Baixa ;7808.00;1874.69;1124.81
 2’020 ; ameixa ; plum ; D ; Resende ; Viseu ; Região do Norte ; Tâmega e Sousa ;5196.00;1306.79;748.53
 2’020 ; ameixa ; plum ; D ; Tabuaço ; Viseu ; Região do Norte ; Douro ;5010.00;1260.02;721.74
 2’020 ; ameixa ; plum ; D ; Valpaços ; Vila Real ; Região do Norte ; Alto Tâmega ;12020.00;3023.03;1731.60
 2’020 ; ameixa ; plum ; E ; Moimenta da Beira ; Viseu ; Região do Norte ; Douro ;1416.00;439.95;252.50
 2’020 ; ameixa ; plum ; E ; Sernancelhe ; Viseu ; Região do Norte ; Douro ;336.00;104.39;59.91
 2’020 ; ameixa ; plum ; E ; Tarouca ; Viseu ; Região do Norte ; Douro ;11292.00;3553.23;2013.60
 2’020 ; amêndoa ; almond ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;121922.62;16018.90;9612.40
 2’020 ; amêndoa ; almond ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;72634.00;12783.61;7670.14
 2’020 ; amêndoa ; almond ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;1425.96;225.86;135.52
 2’020 ; amêndoa ; almond ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;440722.62;69810.54;41886.32
 2’020 ; amêndoa ; almond ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;5486.40;965.61;579.37
 2’020 ; amêndoa ; almond ; C ; Fronteira ; Portalegre ; Alentejo ; Alto Alentejo ;3150.74;554.53;316.08
 2’020 ; amêndoa ; almond ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;8591.40;1512.08;861.88
 2’020 ; amêndoa ; almond ; C ; Vidigueira ; Beja ; Alentejo ; Baixo Alentejo ;389445.18;46733.42;26638.05
 2’020 ; amêndoa ; almond ; C ; Vila Viçosa ; Évora ; Alentejo ; Alentejo Central ;78315.60;12405.20;7443.12
 2’020 ; amêndoa ; almond ; D ; Alfândega da Fé ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;1281.60;307.69;175.38
 2’020 ; amêndoa ; almond ; D ; Mirandela ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;9698.00;2506.83;1397.10
 2’020 ; amêndoa ; almond ; D ; Sabugal ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;7182.00;1810.58;1034.65
 2’020 ; amêndoa ; almond ; D ; Valpaços ; Vila Real ; Região do Norte ; Alto Tâmega ;11361.00;2857.29;1636.67
 2’020 ; amêndoa ; almond ; D ; Vila Flôr ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;80956.00;21971.44;11662.53
 2’020 ; amêndoa ; almond ; E ; Carrazeda de Ansiães ; Bragança ; Região do Norte ; Douro ;43038.00;12838.28;7520.90
 2’020 ; amêndoa ; almond ; E ; Figueira de Castelo Rodrigo ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;2304.06;684.74;390.29
 2’020 ; amêndoa ; almond ; E ; Freixo Espada à Cinta ; Bragança ; Região do Norte ; Douro ;1785.15;530.54;302.41
 2’020 ; amêndoa ; almond ; E ; Macedo de Cavaleiros ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;1367.10;385.96;231.56
 2’020 ; amêndoa ; almond ; E ; Mogadouro ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;3767.86;1119.77;663.51
 2’020 ; amêndoa ; almond ; E ; Pinhel ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;15009.66;4460.87;2676.52
 2’020 ; amêndoa ; almond ; E ; Torre de Moncorvo ; Bragança ; Região do Norte ; Douro ;25868.30;7965.75;4612.81
 2’020 ; arroz ; rice ; A ; Lagoa (Algarve) ; Faro ; Algarve ; Algarve ;190240.68;532.63;319.59
 2’020 ; arroz ; rice ; B ; Alcácer do Sal ; Setúbal ; Alentejo ; Alentejo Litoral ;896427.26;2857.78;1683.06
 2’020 ; arroz ; rice ; B ; Alcochete ; Setúbal ; Região de Lisboa ; Área Metropolitana de Lisboa ;528807.28;1636.14;960.06
 2’020 ; arroz ; rice ; B ; Azambuja ; Lisboa ; Alentejo ; Lezíria do Tejo ;894374.55;3040.86;1824.53
 2’020 ; arroz ; rice ; B ; Figueira da Foz ; Coimbra ; Região do Centro ; Região de Coimbra ;3172315.69;10785.89;6431.35
 2’020 ; arroz ; rice ; B ; Grândola ; Setúbal ; Alentejo ; Alentejo Litoral ;153595.63;453.23;271.62
 2’020 ; arroz ; rice ; B ; Leiria ; Leiria ; Região do Centro ; Região de Leiria ;186696.84;634.76;370.67
 2’020 ; arroz ; rice ; B ; Montemor-o-Velho ; Coimbra ; Região do Centro ; Região de Coimbra ;2251783.00;7656.09;4581.58
 2’020 ; arroz ; rice ; B ; Montijo ; Setúbal ; Região de Lisboa ; Área Metropolitana de Lisboa ;163797.90;556.93;334.15
 2’020 ; arroz ; rice ; B ; Palmela ; Setúbal ; Região de Lisboa ; Área Metropolitana de Lisboa ;25664.10;87.25;49.73
 2’020 ; arroz ; rice ; B ; Pombal ; Leiria ; Região do Centro ; Região de Leiria ;1881.60;6.40;3.84
 2’020 ; arroz ; rice ; B ; Soure ; Coimbra ; Região do Centro ; Região de Coimbra ;1184383.35;4026.96;2415.75
 2’020 ; arroz ; rice ; B ; Vila Franca de Xira ; Lisboa ; Região de Lisboa ; Área Metropolitana de Lisboa ;8038583.05;26841.01;16101.45
 2’020 ; arroz ; rice ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;63928.80;262.10;157.25
 2’020 ; arroz ; rice ; C ; Benavente ; Santarém ; Alentejo ; Lezíria do Tejo ;7566698.48;30449.56;18253.90
 2’020 ; arroz ; rice ; C ; Cartaxo ; Santarém ; Alentejo ; Lezíria do Tejo ;3897.00;15.98;9.59
 2’020 ; arroz ; rice ; C ; Chamusca ; Santarém ; Alentejo ; Lezíria do Tejo ;462384.90;1895.82;1137.54
 2’020 ; arroz ; rice ; C ; Coruche ; Santarém ; Alentejo ; Lezíria do Tejo ;4532913.60;18411.53;11045.89
 2’020 ; arroz ; rice ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;127310.40;521.97;313.20
 2’020 ; arroz ; rice ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;20855.10;85.51;51.31
 2’020 ; arroz ; rice ; C ; Montemor-o-Novo ; Évora ; Alentejo ; Alentejo Central ;28823.85;118.17;67.36
 2’020 ; arroz ; rice ; C ; Salvaterra de Magos ; Santarém ; Alentejo ; Lezíria do Tejo ;1247976.25;4934.84;2959.69
 2’020 ; arroz ; rice ; D ; Águeda ; Aveiro ; Região do Centro ; Região de Aveiro ;190306.20;1427.30;856.36
 2’020 ; arroz ; rice ; D ; Coimbra ; Coimbra ; Região do Centro ; Região de Coimbra ;205388.32;1537.47;922.41
 2’020 ; arroz ; rice ; D ; Oliveira do Bairro ; Aveiro ; Região do Centro ; Região de Aveiro ;142808.40;1071.14;642.67
 2’020 ; aveia para grão ; oat (for grain) ; B ; Alcácer do Sal ; Setúbal ; Alentejo ; Alentejo Litoral ;11034.45;37.52;22.51
 2’020 ; aveia para grão ; oat (for grain) ; B ; Santiago do Cacém ; Setúbal ; Alentejo ; Alentejo Litoral ;25214.61;84.59;49.19
 2’020 ; aveia para grão ; oat (for grain) ; C ; Alandroal ; Évora ; Alentejo ; Alentejo Central ;67726.39;277.65;165.76
 2’020 ; aveia para grão ; oat (for grain) ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;499632.86;2048.25;1191.57
 2’020 ; aveia para grão ; oat (for grain) ; C ; Almodôvar ; Beja ; Alentejo ; Baixo Alentejo ;84942.18;345.66;204.24
 2’020 ; aveia para grão ; oat (for grain) ; C ; Arraiolos ; Évora ; Alentejo ; Alentejo Central ;11544.44;47.33;26.98
 2’020 ; aveia para grão ; oat (for grain) ; C ; Arronches ; Portalegre ; Alentejo ; Alto Alentejo ;16145.60;66.18;39.71
 2’020 ; aveia para grão ; oat (for grain) ; C ; Avis ; Portalegre ; Alentejo ; Alto Alentejo ;18638.40;76.42;44.40
 2’020 ; aveia para grão ; oat (for grain) ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;658630.74;2683.57;1598.81
 2’020 ; aveia para grão ; oat (for grain) ; C ; Borba ; Évora ; Alentejo ; Alentejo Central ;12939.00;60.87;31.83
 2’020 ; aveia para grão ; oat (for grain) ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;42394.70;190.53;103.65
 2’020 ; aveia para grão ; oat (for grain) ; C ; Castro Verde ; Beja ; Alentejo ; Baixo Alentejo ;691367.26;2834.59;1694.58
 2’020 ; aveia para grão ; oat (for grain) ; C ; Cuba ; Beja ; Alentejo ; Baixo Alentejo ;17634.24;72.28;42.30
 2’020 ; aveia para grão ; oat (for grain) ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;30395.51;124.62;74.77
 2’020 ; aveia para grão ; oat (for grain) ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;34116.51;139.83;82.96
 2’020 ; aveia para grão ; oat (for grain) ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;280452.91;1158.07;687.06
 2’020 ; aveia para grão ; oat (for grain) ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;30119.13;119.22;71.57
 2’020 ; aveia para grão ; oat (for grain) ; C ; Fronteira ; Portalegre ; Alentejo ; Alto Alentejo ;23255.32;95.34;56.20
 2’020 ; aveia para grão ; oat (for grain) ; C ; Gavião ; Portalegre ; Alentejo ; Alto Alentejo ;2758.00;11.30;6.44
 2’020 ; aveia para grão ; oat (for grain) ; C ; Mértola ; Beja ; Alentejo ; Baixo Alentejo ;118362.28;479.52;283.62
 2’020 ; aveia para grão ; oat (for grain) ; C ; Monforte ; Portalegre ; Alentejo ; Alto Alentejo ;12594.56;51.63;30.98
 2’020 ; aveia para grão ; oat (for grain) ; C ; Montemor-o-Novo ; Évora ; Alentejo ; Alentejo Central ;10505.20;43.07;25.84
 2’020 ; aveia para grão ; oat (for grain) ; C ; Moura ; Beja ; Alentejo ; Baixo Alentejo ;104076.74;426.65;255.96
 2’020 ; aveia para grão ; oat (for grain) ; C ; Mourão ; Évora ; Alentejo ; Alentejo Central ;14111.60;57.85;34.29
 2’020 ; aveia para grão ; oat (for grain) ; C ; Nisa ; Portalegre ; Alentejo ; Alto Alentejo ;20827.94;85.38;48.67
 2’020 ; aveia para grão ; oat (for grain) ; C ; Portel ; Évora ; Alentejo ; Alentejo Central ;42483.32;174.17;104.50
 2’020 ; aveia para grão ; oat (for grain) ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;27903.27;114.38;68.08
 2’020 ; aveia para grão ; oat (for grain) ; C ; Vidigueira ; Beja ; Alentejo ; Baixo Alentejo ;23505.99;95.15;57.09
 2’020 ; aveia para grão ; oat (for grain) ; C ; Vila Viçosa ; Évora ; Alentejo ; Alentejo Central ;33128.40;135.82;81.49
 2’020 ; aveia para grão ; oat (for grain) ; D ; Fundão ; Castelo Branco ; Região do Centro ; Beiras e Serra da Estrela ;6750.00;50.62;28.85
 2’020 ; aveia para grão ; oat (for grain) ; E ; Bragança ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;967.50;9.96;5.97
 2’020 ; aveia para grão ; oat (for grain) ; E ; Chaves ; Vila Real ; Região do Norte ; Alto Tâmega ;70.40;0.72;0.41
 2’020 ; aveia para grão ; oat (for grain) ; E ; Miranda do Douro ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;3898.18;40.13;24.07
 2’020 ; avelã ; hazelnut ; D ; Castelo de Paiva ; Aveiro ; Região do Norte ; Tâmega e Sousa ;14000.00;1231.99;702.23
 2’020 ; batata ; potato ; A ; Lourinhã ; Lisboa ; Região do Centro ; Oeste ;70686.00;713.93;428.36
 2’020 ; batata ; potato ; A ; Torres Vedras ; Lisboa ; Região do Centro ; Oeste ;6474.60;65.39;39.24
 2’020 ; batata ; potato ; B ; Montemor-o-Velho ; Coimbra ; Região do Centro ; Região de Coimbra ;82760.00;1051.06;630.64
 2’020 ; batata ; potato ; B ; Soure ; Coimbra ; Região do Centro ; Região de Coimbra ;266088.00;3379.32;2027.61
 2’020 ; batata ; potato ; B ; Vila Franca de Xira ; Lisboa ; Região de Lisboa ; Área Metropolitana de Lisboa ;612347.04;6566.97;3931.25
 2’020 ; batata ; potato ; C ; Almeirim ; Santarém ; Alentejo ; Lezíria do Tejo ;345150.62;4827.18;2899.28
 2’020 ; batata ; potato ; C ; Benavente ; Santarém ; Alentejo ; Lezíria do Tejo ;52639.20;868.54;495.07
 2’020 ; batata ; potato ; C ; Chamusca ; Santarém ; Alentejo ; Lezíria do Tejo ;451128.90;7443.63;4466.17
 2’020 ; batata ; potato ; C ; Coruche ; Santarém ; Alentejo ; Lezíria do Tejo ;617625.30;8479.42;5092.28
 2’020 ; batata ; potato ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;26250.00;433.13;259.88
 2’020 ; batata ; potato ; C ; Golegã ; Santarém ; Alentejo ; Lezíria do Tejo ;773310.60;12759.62;7655.77
 2’020 ; batata ; potato ; C ; Salvaterra de Magos ; Santarém ; Alentejo ; Lezíria do Tejo ;661105.87;9504.95;5656.79
 2’020 ; batata ; potato ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;41400.00;683.10;409.86
 2’020 ; batata ; potato ; D ; Coimbra ; Coimbra ; Região do Centro ; Região de Coimbra ;104624.00;2113.40;1268.03
 2’020 ; batata doce ; sweet potato ; B ; Alcácer do Sal ; Setúbal ; Alentejo ; Alentejo Litoral ;2636843.85;33487.90;19088.10
 2’020 ; batata doce ; sweet potato ; B ; Grândola ; Setúbal ; Alentejo ; Alentejo Litoral ;162501.30;2063.76;1176.34
 2’020 ; beringela ; eggplant ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;38377.87;633.23;379.94
 2’020 ; beringela ; eggplant ; D ; Abrantes ; Santarém ; Região do Centro ; Médio Tejo ;33415.20;674.98;384.74
 2’020 ; cártamo ; safflower ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;2294.79;17.44;10.45
 2’020 ; castanha ; chestnut ; C ; Marvão ; Portalegre ; Alentejo ; Alto Alentejo ;11086.00;182.92;104.27
 2’020 ; castanha ; chestnut ; C ; Portalegre ; Portalegre ; Alentejo ; Alto Alentejo ;44369.00;732.09;437.67
 2’020 ; castanha ; chestnut ; E ; Bragança ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;1432.09;492.07;28.27
 2’020 ; castanha ; chestnut ; E ; Murça ; Vila Real ; Região do Norte ; Douro ;6878.00;226.28;135.77
 2’020 ; castanha ; chestnut ; E ; Vila Real ; Vila Real ; Região do Norte ; Douro ;465.00;15.29;9.17
 2’020 ; cebola ; onion ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;199794.00;3296.62;1977.96
 2’020 ; cebola ; onion ; C ; Redondo ; Évora ; Alentejo ; Alentejo Central ;184121.00;3038.01;1822.80
 2’020 ; cebola ; onion ; C ; Vidigueira ; Beja ; Alentejo ; Baixo Alentejo ;66500.00;1097.25;625.43
 2’020 ; centeio ; rye ; C ; Castelo de Vide ; Portalegre ; Alentejo ; Alto Alentejo ;49151.00;201.49;115.46
 2’020 ; centeio ; rye ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;1873.60;7.69;4.61
 2’020 ; centeio ; rye ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;5760.00;23.63;14.18
 2’020 ; centeio ; rye ; C ; Monforte ; Portalegre ; Alentejo ; Alto Alentejo ;3083.50;12.64;7.58
 2’020 ; centeio ; rye ; C ; Nisa ; Portalegre ; Alentejo ; Alto Alentejo ;15423.00;63.23;37.94
 2’020 ; centeio ; rye ; D ; Fundão ; Castelo Branco ; Região do Centro ; Beiras e Serra da Estrela ;55.00;0.41;0.23
 2’020 ; centeio ; rye ; E ; Bragança ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;7286.30;75.03;44.55
 2’020 ; centeio ; rye ; E ; Miranda do Douro ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;1536.78;15.82;9.49
 2’020 ; centeio ; rye ; E ; Montalegre ; Vila Real ; Região do Norte ; Alto Tâmega ;1890.00;19.46;11.09
 2’020 ; cereja ; cherry ; C ; Portalegre ; Portalegre ; Alentejo ; Alto Alentejo ;23177.00;2431.26;1458.76
 2’020 ; cereja ; cherry ; D ; Armamar ; Viseu ; Região do Norte ; Douro ;656650.00;165037.61;94559.27
 2’020 ; cereja ; cherry ; D ; Belmonte ; Castelo Branco ; Região do Centro ; Beiras e Serra da Estrela ;91499.00;21988.78;13181.35
 2’020 ; cereja ; cherry ; D ; Castelo Branco ; Castelo Branco ; Região do Centro ; Beira Baixa ;476720.00;109205.50;65384.02
 2’020 ; cereja ; cherry ; D ; Covilhã ; Castelo Branco ; Região do Centro ; Beiras e Serra da Estrela ;179524.50;43391.43;25862.29
 2’020 ; cereja ; cherry ; D ; Fundão ; Castelo Branco ; Região do Centro ; Beiras e Serra da Estrela ;1898685.54;456919.22;273524.43
 2’020 ; cereja ; cherry ; D ; Lamego ; Viseu ; Região do Norte ; Douro ;198240.00;49979.13;28558.46
 2’020 ; cereja ; cherry ; D ; Mêda ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;22396.00;5646.03;3226.37
 2’020 ; cereja ; cherry ; D ; Resende ; Viseu ; Região do Norte ; Tâmega e Sousa ;81936.00;20606.87;11803.70
 2’020 ; cereja ; cherry ; D ; São João da Pesqueira ; Viseu ; Região do Norte ; Douro ;10631.00;2715.49;1531.50
 2’020 ; cereja ; cherry ; D ; Tabuaço ; Viseu ; Região do Norte ; Douro ;50939.00;12811.13;7338.27
 2’020 ; cereja ; cherry ; D ; Valpaços ; Vila Real ; Região do Norte ; Alto Tâmega ;121284.00;32110.77;17472.19
 2’020 ; cereja ; cherry ; E ; Aguiar da Beira ; Guarda ; Região do Centro ; Viseu Dão Lafões ;14875.00;4621.67;2652.52
 2’020 ; cereja ; cherry ; E ; Alijó ; Vila Real ; Região do Norte ; Douro ;6937.00;2155.33;1237.01
 2’020 ; cereja ; cherry ; E ; Carrazeda de Ansiães ; Bragança ; Região do Norte ; Douro ;15850.00;4899.24;2826.37
 2’020 ; cereja ; cherry ; E ; Guarda ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;16584.08;5126.13;2957.29
 2’020 ; cereja ; cherry ; E ; Macedo de Cavaleiros ; Bragança ; Região do Norte ; Terras de Trás-os-Montes ;45472.00;14055.40;8108.58
 2’020 ; cereja ; cherry ; E ; Moimenta da Beira ; Viseu ; Região do Norte ; Douro ;12607.00;3917.01;2248.09
 2’020 ; cereja ; cherry ; E ; Pinhel ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;33430.00;10333.21;5961.24
 2’020 ; cereja ; cherry ; E ; Sabrosa ; Vila Real ; Região do Norte ; Douro ;22456.00;6977.08;4004.36
 2’020 ; cereja ; cherry ; E ; Sernancelhe ; Viseu ; Região do Norte ; Douro ;20000.00;6182.00;3566.40
 2’020 ; cereja ; cherry ; E ; Tarouca ; Viseu ; Região do Norte ; Douro ;113565.10;35007.04;20118.79
 2’020 ; cereja ; cherry ; E ; Trancoso ; Guarda ; Região do Centro ; Beiras e Serra da Estrela ;5698.00;1770.35;1016.06
 2’020 ; cevada ; barley ; B ; Alenquer ; Lisboa ; Região do Centro ; Oeste ;30623.00;88.96;53.29
 2’020 ; cevada ; barley ; B ; Arruda Dos Vinhos ; Lisboa ; Região do Centro ; Oeste ;7639.00;22.20;13.29
 2’020 ; cevada ; barley ; B ; Santiago do Cacém ; Setúbal ; Alentejo ; Alentejo Litoral ;39786.00;135.23;81.12
 2’020 ; cevada ; barley ; B ; Vila Franca de Xira ; Lisboa ; Região de Lisboa ; Área Metropolitana de Lisboa ;27629.00;80.29;48.07
 2’020 ; cevada ; barley ; C ; Alandroal ; Évora ; Alentejo ; Alentejo Central ;96884.88;397.22;237.81
 2’020 ; cevada ; barley ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;859187.09;3495.88;2059.74
 2’020 ; cevada ; barley ; C ; Almodôvar ; Beja ; Alentejo ; Baixo Alentejo ;14719.10;60.33;36.19
 2’020 ; cevada ; barley ; C ; Avis ; Portalegre ; Alentejo ; Alto Alentejo ;62150.54;254.79;149.73
 2’020 ; cevada ; barley ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;1955762.85;7931.60;4745.74
 2’020 ; cevada ; barley ; C ; Benavente ; Santarém ; Alentejo ; Lezíria do Tejo ;82209.00;337.06;192.12
 2’020 ; cevada ; barley ; C ; Campo Maior ; Portalegre ; Alentejo ; Alto Alentejo ;324920.40;1418.69;796.41
 2’020 ; cevada ; barley ; C ; Castro Verde ; Beja ; Alentejo ; Baixo Alentejo ;149465.46;612.76;362.64
 2’020 ; cevada ; barley ; C ; Constância ; Santarém ; Região do Centro ; Médio Tejo ;4627.64;18.97;11.38
 2’020 ; cevada ; barley ; C ; Cuba ; Beja ; Alentejo ; Baixo Alentejo ;75303.20;308.71;178.99
 2’020 ; cevada ; barley ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;631051.30;2587.42;1550.04
 2’020 ; cevada ; barley ; C ; Estremoz ; Évora ; Alentejo ; Alentejo Central ;22583.50;92.56;55.52
 2’020 ; cevada ; barley ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;139317.45;571.18;342.70
 2’020 ; cevada ; barley ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;505929.19;2071.28;1235.55
 2’020 ; cevada ; barley ; C ; Fronteira ; Portalegre ; Alentejo ; Alto Alentejo ;125848.08;515.94;304.53
 2’020 ; cevada ; barley ; C ; Golegã ; Santarém ; Alentejo ; Lezíria do Tejo ;22441.75;109.96;55.21
 2’020 ; cevada ; barley ; C ; Mértola ; Beja ; Alentejo ; Baixo Alentejo ;16497.36;66.15;39.56
 2’020 ; cevada ; barley ; C ; Monforte ; Portalegre ; Alentejo ; Alto Alentejo ;107450.76;440.56;264.34
 2’020 ; cevada ; barley ; C ; Moura ; Beja ; Alentejo ; Baixo Alentejo ;30356.25;124.44;74.66
 2’020 ; cevada ; barley ; C ; Portel ; Évora ; Alentejo ; Alentejo Central ;63688.59;261.07;156.62
 2’020 ; cevada ; barley ; C ; Redondo ; Évora ; Alentejo ; Alentejo Central ;9840.60;40.35;24.21
 2’020 ; cevada ; barley ; C ; Santarém ; Santarém ; Alentejo ; Lezíria do Tejo ;36610.00;150.09;90.04
 2’020 ; cevada ; barley ; C ; Serpa ; Beja ; Alentejo ; Baixo Alentejo ;131363.20;532.81;318.90
 2’020 ; cevada ; barley ; C ; Sousel ; Portalegre ; Alentejo ; Alto Alentejo ;14116.00;57.88;34.73
 2’020 ; cevada ; barley ; C ; Torres Novas ; Santarém ; Região do Centro ; Médio Tejo ;27527.60;132.49;67.34
 2’020 ; cevada ; barley ; C ; Vidigueira ; Beja ; Alentejo ; Baixo Alentejo ;50151.98;205.60;121.46
 2’020 ; cevada ; barley ; C ; Vila Viçosa ; Évora ; Alentejo ; Alentejo Central ;18613.00;76.32;45.79
 2’020 ; clementina ; clementine ; A ; Loulé ; Faro ; Algarve ; Algarve ;21825.00;1010.50;606.30
 2’020 ; clementina ; clementine ; A ; Olhão ; Faro ; Algarve ; Algarve ;21236.16;983.23;589.94
 2’020 ; colza ; rapeseed ; C ; Aljustrel ; Beja ; Alentejo ; Baixo Alentejo ;41482.77;309.85;185.91
 2’020 ; colza ; rapeseed ; C ; Beja ; Beja ; Alentejo ; Baixo Alentejo ;216755.92;1647.32;988.39
 2’020 ; colza ; rapeseed ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;42763.70;324.99;194.99
 2’020 ; colza ; rapeseed ; C ; Ferreira do Alentejo ; Beja ; Alentejo ; Baixo Alentejo ;59550.40;452.57;271.55
 2’020 ; colza ; rapeseed ; C ; Fronteira ; Portalegre ; Alentejo ; Alto Alentejo ;36810.20;279.76;167.86
 2’020 ; colza ; rapeseed ; C ; Monforte ; Portalegre ; Alentejo ; Alto Alentejo ;181815.20;1381.77;829.05
 2’020 ; colza ; rapeseed ; C ; Ourique ; Beja ; Alentejo ; Baixo Alentejo ;40310.70;306.36;183.82
 2’020 ; courgette ; zucchini ; C ; Coruche ; Santarém ; Alentejo ; Lezíria do Tejo ;59232.25;977.33;557.07
 2’020 ; courgette ; zucchini ; C ; Elvas ; Portalegre ; Alentejo ; Alto Alentejo ;47952.00;791.20;474.72
 2’020 ; courgette ; zucchini ; C ; Évora ; Évora ; Alentejo ; Alentejo Central ;76830.40;1267.71;722.59
 2’020 ; courgette ; zucchini ; D ; Abrantes ; Santarém ; Região do Centro ; Médio Tejo ;29430.00;594.48;338.85
